"","eco_innovation","recycling","resource_reduction","energy_saving","sust_prod","AI","bigdata","cloud","highspeed","robot","smart_devices","fam_owned","financecap","indstrl_area","urban_area","skillshortage","nace_a","ln_size","isocntry"
"2282",1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,"2",3.93182563272433,"FR"
"2283",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"7",1.94591014905531,"FR"
"2284",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,"5",1.6094379124341,"FR"
"2285",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"9",0.693147180559945,"FR"
"2286",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"5",1.6094379124341,"FR"
"2287",0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,"2",4.35670882668959,"FR"
"2288",0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,"5",2.39789527279837,"FR"
"2289",0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"10",3.52636052461616,"FR"
"2290",0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,"8",4.39444915467244,"FR"
"2291",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2",4.17438726989564,"FR"
"2292",1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"2",3.49650756146648,"FR"
"2293",0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,"6",3.8286413964891,"FR"
"2294",0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"2",4.27666611901606,"FR"
"2295",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,"15",5.10594547390058,"FR"
"2296",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"11",3.2188758248682,"FR"
"2297",0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,"6",4.58496747867057,"FR"
"2298",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,"12",1.6094379124341,"FR"
"2299",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"10",1.09861228866811,"FR"
"2300",0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,"8",4.21950770517611,"FR"
"2301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"8",1.6094379124341,"FR"
"2302",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"12",0.693147180559945,"FR"
"2303",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6",3.55534806148941,"FR"
"2304",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"8",2.19722457733622,"FR"
"2305",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"13",0.693147180559945,"FR"
"2306",0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,"6",1.94591014905531,"FR"
"2307",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,"6",4.44265125649032,"FR"
"2308",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"6",1.94591014905531,"FR"
"2309",0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,"12",1.79175946922805,"FR"
"2310",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"6",1.38629436111989,"FR"
"2311",0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,"7",1.38629436111989,"FR"
"2312",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,"9",1.6094379124341,"FR"
"2313",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,"5",1.94591014905531,"FR"
"2314",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"6",1.09861228866811,"FR"
"2315",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"8",4.43081679884331,"FR"
"2316",0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,"12",1.6094379124341,"FR"
"2317",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2",1.09861228866811,"FR"
"2318",0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,"6",0.693147180559945,"FR"
"2319",1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,"12",2.19722457733622,"FR"
"2320",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"6",2.70805020110221,"FR"
"2321",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,"6",0.693147180559945,"FR"
"2322",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"6",2.07944154167984,"FR"
"2323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"6",1.6094379124341,"FR"
"2324",0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,"2",5.35658627467201,"FR"
"2325",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"2",1.6094379124341,"FR"
"2326",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"6",2.484906649788,"FR"
"2327",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,"10",1.09861228866811,"FR"
"2328",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"6",0.693147180559945,"FR"
"2329",0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,"8",1.79175946922805,"FR"
"2330",0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,"6",3.13549421592915,"FR"
"2331",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"12",1.38629436111989,"FR"
"2332",1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,"6",5.65599181081985,"FR"
"2333",0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,"2",1.38629436111989,"FR"
"2334",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"2",4.02535169073515,"FR"
"2335",0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,"6",0.693147180559945,"FR"
"2336",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"8",1.94591014905531,"FR"
"2337",1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,"6",3.97029191355212,"FR"
"2338",0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,"6",2.39789527279837,"FR"
"2339",1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,"2",1.6094379124341,"FR"
"2340",1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,"2",1.38629436111989,"FR"
"2341",0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,"9",2.63905732961526,"FR"
"2342",1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,"6",1.38629436111989,"FR"
"2343",0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"6",6.24222326545517,"FR"
"2344",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"16",1.09861228866811,"FR"
"2345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6",1.79175946922805,"FR"
"2346",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"6",1.94591014905531,"FR"
"2347",1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,"2",6.30261897574491,"FR"
"2348",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"8",2.07944154167984,"FR"
"2349",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"6",4.29045944114839,"FR"
"2350",0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,"11",1.38629436111989,"FR"
"2351",0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,"2",4.06044301054642,"FR"
"2352",1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,"6",2.07944154167984,"FR"
"2353",1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,"6",5.80513496891649,"FR"
"2354",0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,"9",4.46590811865458,"FR"
"2355",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"6",0.693147180559945,"FR"
"2356",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"6",1.79175946922805,"FR"
"2357",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,"2",5.6021188208797,"FR"
"2358",0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,"9",1.94591014905531,"FR"
"2359",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,"6",0.693147180559945,"FR"
"2360",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"6",0.693147180559945,"FR"
"2361",1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"10",5.37989735354046,"FR"
"2362",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"7",3.09104245335832,"FR"
"2363",1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,"6",2.07944154167984,"FR"
"2364",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"6",1.38629436111989,"FR"
"2365",0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,"2",3.87120101090789,"FR"
"2366",0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"16",2.94443897916644,"FR"
"2367",0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,"2",4.36944785246702,"FR"
"2368",0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,"11",5.12989871492307,"FR"
"2369",1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,"6",1.94591014905531,"FR"
"2370",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"8",1.09861228866811,"FR"
"2371",1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"6",2.19722457733622,"FR"
"2372",0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,"6",1.94591014905531,"FR"
"2373",1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,"7",0.693147180559945,"FR"
"2374",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,"9",0.693147180559945,"FR"
"2375",0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,"11",4.40671924726425,"FR"
"2376",0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,"2",3.13549421592915,"FR"
"2377",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"6",2.19722457733622,"FR"
"2378",0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,"10",5.80814248998044,"FR"
"2379",0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,"9",5.91079664404053,"FR"
"2380",0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,"2",4.54329478227,"FR"
"2381",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,"7",1.6094379124341,"FR"
"2382",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,"6",1.79175946922805,"FR"
"2383",0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,"6",1.6094379124341,"FR"
"2384",1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,"5",4.45434729625351,"FR"
"2385",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,"13",2.89037175789616,"FR"
"2386",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,"7",4.14313472639153,"FR"
"2387",0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,"6",2.07944154167984,"FR"
"2388",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"6",1.09861228866811,"FR"
"2389",0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,"2",4.97673374242057,"FR"
"2390",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"6",1.6094379124341,"FR"
"2391",1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,"6",6.09582456243222,"FR"
"2392",1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,"5",1.94591014905531,"FR"
"2393",0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,"8",2.56494935746154,"FR"
"2394",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,"6",1.79175946922805,"FR"
"2395",1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,"6",4.33073334028633,"FR"
"2396",0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,"2",4.61512051684126,"FR"
"2397",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"8",1.79175946922805,"FR"
"2398",1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,"8",1.38629436111989,"FR"
"2399",0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"2",6.12249280951439,"FR"
"2400",0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,"9",2.19722457733622,"FR"
"2401",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"13",0.693147180559945,"FR"
"2402",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"6",0.693147180559945,"FR"
"2403",0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,"6",1.09861228866811,"FR"
"2404",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,"6",2.30258509299405,"FR"
"2405",0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,"2",4.21950770517611,"FR"
"2406",0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,"2",4.49980967033027,"FR"
"2407",0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,"2",4.64439089914137,"FR"
"2408",0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,"9",2.07944154167984,"FR"
"2409",1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,"2",4.07753744390572,"FR"
"2410",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,"6",5.01063529409626,"FR"
"2411",1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,"2",1.79175946922805,"FR"
"2412",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"6",2.19722457733622,"FR"
"2413",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"6",1.6094379124341,"FR"
"2414",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"6",1.09861228866811,"FR"
"2415",0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,"7",4.0943445622221,"FR"
"2416",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,"2",3.36729582998647,"FR"
"2417",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"2",4.04305126783455,"FR"
"2418",0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,"6",1.38629436111989,"FR"
"2419",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,"6",5.10594547390058,"FR"
"2420",0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,"9",1.38629436111989,"FR"
"2421",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,"5",1.6094379124341,"FR"
"2422",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,"6",3.17805383034795,"FR"
"2423",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"13",0.693147180559945,"FR"
"2424",1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,"4",2.70805020110221,"FR"
"2425",0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,"2",1.94591014905531,"FR"
"2426",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,"7",1.09861228866811,"FR"
"2427",1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,"2",7.22037383672395,"FR"
"2428",1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,"2",1.09861228866811,"FR"
"2429",1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,"2",3.40119738166216,"FR"
"2430",0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,"2",2.484906649788,"FR"
"2431",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"12",2.19722457733622,"FR"
"2432",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,"5",5.71042701737487,"FR"
"2433",1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"2",1.94591014905531,"FR"
"2434",1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,"6",1.09861228866811,"FR"
"2435",0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"5",3.71357206670431,"FR"
"2436",1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,"8",0.693147180559945,"FR"
"2437",0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,"6",1.09861228866811,"FR"
"2438",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"2",1.6094379124341,"FR"
"2439",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"6",1.94591014905531,"FR"
"2440",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"8",1.94591014905531,"FR"
"2441",0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,"2",4.64439089914137,"FR"
"2442",0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"6",2.39789527279837,"FR"
"2443",1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"2",2.19722457733622,"FR"
"2444",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"2",2.89037175789616,"FR"
"2445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"5",1.38629436111989,"FR"
"2446",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"4",2.63905732961526,"FR"
"2447",0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"16",1.09861228866811,"FR"
"2448",0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,"2",5.63478960316925,"FR"
"2449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"6",1.79175946922805,"FR"
"2450",1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,"6",2.94443897916644,"FR"
"2451",0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,"2",5.6937321388027,"FR"
"2452",1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,"6",4.35670882668959,"FR"
"2453",0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,"2",1.79175946922805,"FR"
"2454",0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"14",5.07517381523383,"FR"
"2455",0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,"6",3.25809653802148,"FR"
"2456",0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,"2",4.51085950651685,"FR"
"2457",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"6",3.49650756146648,"FR"
"2458",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,"6",1.09861228866811,"FR"
"2459",0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,"5",3.71357206670431,"FR"
"2460",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"8",1.09861228866811,"FR"
"2461",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,"6",0.693147180559945,"FR"
"2462",0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"15",1.6094379124341,"FR"
"2463",0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,"8",2.89037175789616,"FR"
"2464",0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,"6",3.80666248977032,"FR"
"2465",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,"6",1.09861228866811,"FR"
"2466",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"8",1.6094379124341,"FR"
"2467",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"5",1.94591014905531,"FR"
"2468",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"6",1.09861228866811,"FR"
"2469",0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,"6",2.07944154167984,"FR"
"2470",0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,"6",2.19722457733622,"FR"
"2471",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"11",0.693147180559945,"FR"
"2472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1.09861228866811,"FR"
"2473",0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,"7",1.6094379124341,"FR"
"2474",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,"9",1.6094379124341,"FR"
"2475",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,"12",1.38629436111989,"FR"
"2476",0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,"6",0.693147180559945,"FR"
"2477",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"15",3.85014760171006,"FR"
"2478",0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,"2",1.09861228866811,"FR"
"2479",0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,"6",3.85014760171006,"FR"
"2480",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6",1.6094379124341,"FR"
"2481",0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,"6",2.77258872223978,"FR"
"2482",0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"11",1.79175946922805,"FR"
"2483",0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,"6",1.09861228866811,"FR"
"2484",0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"14",1.09861228866811,"FR"
"2485",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,"10",1.38629436111989,"FR"
"2486",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"5",1.94591014905531,"FR"
"2487",0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,"6",1.38629436111989,"FR"
"2488",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"5",1.09861228866811,"FR"
"2489",0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,"13",3.13549421592915,"FR"
"2490",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"13",1.6094379124341,"FR"
"2491",0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,"6",2.83321334405622,"FR"
"2492",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"10",0.693147180559945,"FR"
"2493",0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,"9",2.89037175789616,"FR"
"2494",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"6",0.693147180559945,"FR"
"2495",0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,"6",1.6094379124341,"FR"
"2496",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"2",2.07944154167984,"FR"
"2497",0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,"9",1.6094379124341,"FR"
"2498",0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,"13",1.38629436111989,"FR"
"2499",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"5",0.693147180559945,"FR"
"2500",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"6",1.6094379124341,"FR"
"2501",0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,"13",2.63905732961526,"FR"
"2502",0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,"9",1.6094379124341,"FR"
"2503",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"2",3.17805383034795,"FR"
"2504",0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,"16",1.09861228866811,"FR"
"2505",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"2",2.07944154167984,"FR"
"2506",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"6",1.09861228866811,"FR"
"2507",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"16",2.19722457733622,"FR"
"2508",0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,"2",3.78418963391826,"FR"
"2509",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"11",2.07944154167984,"FR"
"2510",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,"6",1.6094379124341,"FR"
"2511",0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,"6",1.09861228866811,"FR"
"2512",1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,"12",1.38629436111989,"FR"
"2513",0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,"5",2.56494935746154,"FR"
"2514",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"6",1.09861228866811,"FR"
"2515",1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"8",1.79175946922805,"FR"
"2516",0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"10",1.94591014905531,"FR"
"2517",0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,"2",2.19722457733622,"FR"
"2518",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"2",3.55534806148941,"FR"
"2519",0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,"6",2.19722457733622,"FR"
"2520",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,"6",3.2188758248682,"FR"
"2521",0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"6",1.6094379124341,"FR"
"2522",0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,"13",3.66356164612965,"FR"
"2523",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,"14",0.693147180559945,"FR"
"2524",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"6",1.38629436111989,"FR"
"2525",0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,"5",2.39789527279837,"FR"
"2526",0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,"9",0.693147180559945,"FR"
"2527",0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,"8",1.38629436111989,"FR"
"2528",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,"9",2.30258509299405,"FR"
"2529",0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,"6",2.484906649788,"FR"
"2530",1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,"13",1.38629436111989,"FR"
"2531",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,"7",2.30258509299405,"FR"
"2532",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"6",2.07944154167984,"FR"
"2533",0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,"6",1.38629436111989,"FR"
"2534",1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"2",1.38629436111989,"FR"
"2535",1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,"5",0.693147180559945,"FR"
"2536",0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,"8",1.94591014905531,"FR"
"2537",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,"6",1.6094379124341,"FR"
"2538",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"6",1.09861228866811,"FR"
"2539",0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,"12",1.38629436111989,"FR"
"2540",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"6",0.693147180559945,"FR"
"2541",1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,"6",2.94443897916644,"FR"
"2542",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"6",1.94591014905531,"FR"
"2543",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,"2",1.79175946922805,"FR"
"2544",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,"6",2.07944154167984,"FR"
"2545",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"6",1.6094379124341,"FR"
"2546",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,"13",1.38629436111989,"FR"
"2547",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"7",1.38629436111989,"FR"
"2548",1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,"8",1.09861228866811,"FR"
