"term","estimate","std.error","statistic","p.value"
"b_3_56",0.0855764918984208,0.108439970232067,0.789160046017006,0.43001847053298
"b_3_57",-0.984263395173807,0.101846689221761,-9.66416682461488,4.2808903864388e-22
"b_3_58",-1.0360540640572,0.201061243071842,-5.15292777577727,2.5645075310211e-07
"b_3_59",-1.23951606575185,0.163287783960738,-7.59099079971522,3.174684975268e-14
"b_3_60",0.242892798875769,0.0965369396622062,2.51606068853724,0.0118674745872138
"b_3_61",-0.543044391792113,0.101070238353964,-5.37294064638778,7.74628327377865e-08
"b_3_62",-0.689188760747752,0.10673945192197,-6.45673880030388,1.06983310836019e-10
"b_3_63",-0.489551001699918,0.12693569741056,-3.85668501206967,0.000114935113377361
"b_3_64",-0.282124476117288,0.0990292717777144,-2.84889983590466,0.00438706898167158
"b_4_0",0.22823703255179,0.192385555724138,1.18635222739414,0.23548322933863
"b_4_1",0.134171270481323,0.0547238115793987,2.45178957037111,0.0142147762471456
"b_4_2",0.0517726143651379,0.0411492042791266,1.25816805627515,0.20833098481507
"b_4_3",0.137947819883249,0.0303460291076221,4.5458277059584,5.47197857622953e-06
"b_4_4",0.188222831275511,0.0318549777811994,5.90874156523815,3.44731019926049e-09
"b_4_5",0.18497425710188,0.0513444769261329,3.60261255301119,0.000315034919824974
"b_4_6",0.360765763117439,0.033110991001058,10.8956498192975,1.20900410081732e-27
"b_4_7",0.121765829331853,0.0343414977632581,3.5457343815135,0.000391520635661702
"b_4_8",0.0595057197333322,0.0441224862091556,1.3486483842106,0.177449931806773
"b_4_9",0.0206680933151567,0.0407533922247296,0.507150256380746,0.612049394699017
"b_4_10",-0.131841935166379,0.0290391817252037,-4.5401394713526,5.62170288708201e-06
"b_4_11",-0.207498161560021,0.0333242482775679,-6.22664192847519,4.76538535186283e-10
"b_4_12",-0.191008218637137,0.204827247261032,-0.932533250294168,0.351061011271835
"b_4_13",0.109219548255984,0.201435387189845,0.542206360956077,0.587676353789592
"b_4_14",-0.289277284128716,0.18284786498006,-1.58206541903163,0.113634636971209
"b_4_15",-0.249735048775368,0.188876217434454,-1.32221542853606,0.18609642490406
"b_4_16",-0.0253589708022224,0.206035420708893,-0.123080636887441,0.902043244211997
"b_4_17",-0.217731216433131,0.193506905677157,-1.12518576880346,0.260510322357421
"b_4_18",-0.0950760941948513,0.2069134229697,-0.459496985890442,0.645877316020517
"b_4_19",-0.0532245171416678,0.179974178561867,-0.29573418568693,0.767433087890508
"b_4_20",0.123952444649533,0.250823412738378,0.494182115203184,0.621177569413038
"b_4_21",-0.0580814822577535,0.2219008890601,-0.261745153450118,0.793517926310298
"b_4_22",-0.173654449556099,0.182180932504437,-0.95319772035896,0.340489901214482
"b_4_23",-0.0539732121814804,0.179518851546737,-0.300654843301673,0.763677706205976
"b_4_24",-0.159442272474987,0.186622772876854,-0.854355928899401,0.392907806896274
"b_4_25",0.258886203874182,0.188900542299435,1.37048946881163,0.170534160581506
"b_4_26",-0.466668504297238,0.190935696606563,-2.44411345071238,0.014520859474896
"b_4_27",0.0699875293933121,0.0112337206143028,6.23012907266036,4.66051038276043e-10
"b_4_28",-0.802148512067995,0.153889318493545,-5.21250285543139,1.86309699576685e-07
"b_4_29",-0.238254676965622,0.103542254318379,-2.30103814654275,0.0213894749831028
"b_4_30",-0.578653784373906,0.134745629446854,-4.29441598031301,1.75153796417713e-05
"b_4_31",0.174734319489604,0.111309332450757,1.56980834977971,0.116459704461529
"b_4_32",-0.471648090370882,0.099422849192358,-4.74386013076694,2.0968365531876e-06
"b_4_33",-0.825042178394226,0.193811837860657,-4.25692355792735,2.07259181221179e-05
"b_4_34",-0.279705984254908,0.0999859352005248,-2.79745329874596,0.0051507212842677
"b_4_35",0.283933658167863,0.104423522014701,2.71905843328948,0.00654680415238061
"b_4_36",0.0591010556573328,0.0979968556683877,0.603091346699177,0.546447922705193
"b_4_37",-1.01134109680725,0.123948478260092,-8.15936678694078,3.36785485195353e-16
"b_4_38",-0.221024132012072,0.100046832111458,-2.20920670197572,0.0271602669500033
"b_4_39",-0.211478789638805,0.0952845575687581,-2.21944452527053,0.0264564973435665
"b_4_40",-0.34655318824106,0.0973542088784193,-3.55971449240426,0.000371258198774994
"b_4_41",-0.397874812879702,0.10857387918276,-3.66455372023661,0.000247770233097486
"b_4_42",-0.844076109679527,0.108210196412276,-7.80033802418798,6.17415689730972e-15
"b_4_43",-0.695441082013255,0.104895389141143,-6.62985368286778,3.36019779876531e-11
"b_4_44",-0.761605992793215,0.134452464368634,-5.66450006230521,1.47453808796499e-08
"b_4_45",-0.0212853378504695,0.116673993267094,-0.182434296233801,0.855241912893076
"b_4_46",-0.833161373635997,0.156608184141563,-5.32003725222224,1.03746006821364e-07
"b_4_47",-1.01530865194721,0.214309104502075,-4.73758991390576,2.16274907632457e-06
"b_4_48",-0.625597788739592,0.115172068659402,-5.43185336533002,5.57717440610721e-08
"b_4_49",-0.989733625162021,0.114103191095755,-8.67402230960778,4.17118547423043e-18
"b_4_50",-0.209690160657169,0.164034681304284,-1.27832821077754,0.201133724845646
"b_4_51",-0.204025966330682,0.109538865961527,-1.86258972593655,0.0625200109367814
"b_4_52",-0.927292996074439,0.205080889499376,-4.52159632395811,6.13750197682385e-06
"b_4_53",-0.0600594221358154,0.102860847590349,-0.583890017852141,0.559294309502579
"b_4_54",-0.457160241810538,0.105464196659808,-4.33474350812326,1.45930171868503e-05
"b_4_55",-0.282790755894406,0.0984835868559695,-2.87145061347107,0.00408592621592794
"b_4_56",-0.149105783647571,0.106351554932532,-1.40200849665209,0.160912709465288
"b_4_57",-0.973540649119701,0.100360255881144,-9.70046001350039,3.00142326324213e-22
"b_4_58",-0.697858068015831,0.204201599080553,-3.41749560805614,0.000632001137853761
"b_4_59",-1.33092657318971,0.161397456792234,-8.24626731822053,1.63418878231346e-16
"b_4_60",0.0976598614840054,0.097570833899572,1.00091244054063,0.316869141517671
"b_4_61",-0.576743387470015,0.104028587012038,-5.54408556374294,2.95494321836146e-08
"b_4_62",-0.784676392999121,0.107451442298331,-7.30261387111514,2.82230270026532e-13
"b_4_63",-0.632428510169461,0.128803795988087,-4.91001453270797,9.10696435907304e-07
"b_4_64",-0.684550403763179,0.0986907258177704,-6.93631947775095,4.024469320656e-12
"b_5_0",-0.45432629904997,0.187849632794915,-2.41856367931249,0.0155819179676695
"b_5_1",0.204911031845457,0.0512126442388645,4.00118046804451,6.30272639290587e-05
"b_5_2",0.178500409444499,0.0405196364366933,4.40528161508513,1.05646538153468e-05
"b_5_3",0.182981542458753,0.0311948042760967,5.86576985190334,4.47053539822523e-09
"b_5_4",0.171461430657778,0.0317130250692177,5.40665642219692,6.42121499061399e-08
"b_5_5",0.203783800051809,0.0485947956907965,4.19353136801857,2.74645078204371e-05
"b_5_6",0.293615990000997,0.0325053353949592,9.03285526617052,1.67249805426837e-19
"b_5_7",0.115033836623198,0.0339729163442042,3.38604538561561,0.000709076553982027
"b_5_8",0.107627713463682,0.0437062237617567,2.46252602490579,0.0137962160092559
"b_5_9",0.0895628182768411,0.0403038746400239,2.22218878648209,0.0262705499599873
"b_5_10",-0.00763471261296024,0.0297103343426573,-0.256971615496044,0.797200685000439
"b_5_11",-0.282523753558204,0.0346613289942545,-8.15097867727562,3.60990773184255e-16
"b_5_12",-0.323036519419613,0.197792759173856,-1.63320700297057,0.102425467629963
"b_5_13",-0.197118427286608,0.195157278571114,-1.01004906775629,0.312471782155266
"b_5_14",-0.264730544644122,0.178818235038861,-1.48044490309722,0.138754554191777
"b_5_15",-0.156866682713757,0.183939562514132,-0.852816439104586,0.393761106116955
"b_5_16",-0.29054986894891,0.202519110206741,-1.43467877501685,0.151378655206478
"b_5_17",-0.362680498328333,0.189136300468106,-1.91756155444889,0.0551666289179573
"b_5_18",-0.165086234502914,0.201067636529988,-0.821048266901435,0.411618775683967
"b_5_19",-0.027739756487839,0.175301855237837,-0.158239948175127,0.874267726195521
"b_5_20",-0.0234418422164305,0.23306341309882,-0.100581390724296,0.919882769831104
"b_5_21",0.0676714076390172,0.225266227896859,0.300406360379956,0.763867212728083
"b_5_22",-0.225046690548867,0.177852510385556,-1.26535571559266,0.205743842365825
"b_5_23",-0.121775485784011,0.17477766450138,-0.696745125479407,0.485962313012114
